ano;idade;sexo;estado;raca;grau;emprego;saude;seguro;salario,
2009;27;Masculino;Solteiro;Negra;Grau avancado;Servicos;Muito Bom;Sim;102,8702469
2006;22;Masculino;Casado;Negra;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;90,48191336
2006;20;Masculino;Solteiro;Branca;12 ano;Industrial;Menos de Bom;Nao;69,92912721
2006;42;Masculino;Casado;Branca;12 ano;Servicos;Menos de Bom;Sim;106,9218141
2007;29;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Nao;87,98103279
2003;31;Masculino;Solteiro;Branca;Licenciatura;Servicos;Menos de Bom;Sim;109,8339856
2008;59;Masculino;Divorciado;Branca;Frequentou Ens. Sup. ;Servicos;Razoavel;Sim;151,5914842
2008;36;Masculino;Casado;Branca;Grau avancado;Industrial;Muito Bom;Sim;148,4131591
2007;32;Masculino;Casado;Branca;Ate 12 ano;Industrial;Menos de Bom;Nao;66,96164432
2005;32;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Servicos;Razoavel;Sim;103,9024706
2006;25;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;99,6894637
2008;43;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Nao;134,7053751
2008;44;Masculino;Solteiro;Branca;12 ano;Industrial;Menos de Bom;Nao;43,73511168
2009;57;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Nao;116,7071546
2006;49;Masculino;Casado;Negra;Licenciatura;Servicos;Muito Bom;Sim;141,7751723
2007;41;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Sim;144,4780877
2006;38;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;134,7053751
2004;58;Masculino;Casado;Branca;Ate 12 ano;Servicos;Menos de Bom;Sim;118,8843593
2004;59;Masculino;Casado;Asiatica;Grau avancado;Servicos;Muito Bom;Nao;189,2441629
2005;39;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;160,6424754
2006;60;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Razoavel;Sim;96,3165702
2007;56;Masculino;Casado;Branca;12 ano;Servicos;Menos de Bom;Sim;111,651943
2008;44;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;148,4131591
2008;70;Masculino;Casado;Negra;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;99,6894637
2009;27;Masculino;Solteiro;Branca;Licenciatura;Servicos;Muito Bom;Nao;81,28325328
2004;47;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Nao;118,8843593
2003;41;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Nao;127,1157438
2008;29;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;104,9215065
2009;42;Masculino;Casado;Branca;Ate 12 ano;Industrial;Muito Bom;Sim;112,6488963
2007;51;Masculino;Divorciado;Branca;Licenciatura;Servicos;Menos de Bom;Sim;281,7459706
2009;47;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;114,4775211
2008;48;Masculino;Casado;Negra;12 ano;Industrial;Menos de Bom;Sim;111,7208494
2003;39;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;134,7053751
2005;23;Masculino;Solteiro;Branca;12 ano;Industrial;Muito Bom;Sim;75,35567932
2007;31;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Nao;119,7408513
2005;59;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Sim;118,8843593
2003;19;Masculino;Solteiro;Branca;Ate 12 ano;Industrial;Muito Bom;Nao;27,14057921
2009;42;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;182,20621
2004;35;Masculino;Casado;Asiatica;12 ano;Industrial;Muito Bom;Nao;65,11085372
2007;38;Masculino;Casado;Branca;Grau avancado;Servicos;Menos de Bom;Sim;141,7751723
2006;45;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;114,4757133
2008;58;Masculino;Casado;Branca;Grau avancado;Industrial;Muito Bom;Nao;135,5980598
2006;26;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;117,1468169
2003;30;Masculino;Solteiro;Asiatica;12 ano;Servicos;Muito Bom;Nao;99,6894637
2006;54;Masculino;Separado;Branca;Grau avancado;Servicos;Muito Bom;Sim;277,7994802
2008;38;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;94,7271475
2005;44;Masculino;Casado;Asiatica;12 ano;Industrial;Muito Bom;Sim;94,7271475
2003;52;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Nao;96,37065283
2004;73;Masculino;Divorciado;Branca;12 ano;Industrial;Menos de Bom;Sim;75,35567932
2006;65;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;104,9215065
2003;28;Masculino;Casado;Branca;Licenciatura;Servicos;Menos de Bom;Nao;95,23071257
2009;53;Masculino;Casado;Branca;Ate 12 ano;Industrial;Menos de Bom;Sim;54,59815003
2006;53;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;89,24288466
2008;52;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;145,1436012
2009;27;Masculino;Solteiro;Branca;12 ano;Servicos;Muito Bom;Sim;96,86670324
2003;57;Masculino;Casado;Branca;Ate 12 ano;Industrial;Muito Bom;Sim;130,9821774
2004;32;Masculino;Solteiro;Branca;Licenciatura;Servicos;Muito Bom;Sim;84,4595765
2007;51;Masculino;Solteiro;Branca;12 ano;Servicos;Menos de Bom;Sim;148,1550467
2008;43;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Sim;49,55533812
2004;50;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;141,7751723
2004;53;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;115,3750386
2007;54;Masculino;Casado;Asiatica;Ate 12 ano;Industrial;Menos de Bom;Nao;65,11085372
2007;24;Masculino;Solteiro;Branca;12 ano;Industrial;Muito Bom;Sim;85,38394038
2008;40;Masculino;Casado;Branca;12 ano;Servicos;Menos de Bom;Sim;101,8243521
2003;30;Masculino;Casado;Branca;Licenciatura;Industrial;Menos de Bom;Sim;95,23071257
2003;45;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;99,6894637
2007;55;Masculino;Divorciado;Branca;Licenciatura;Industrial;Muito Bom;Sim;147,1166892
2003;45;Masculino;Solteiro;Branca;Grau avancado;Servicos;Muito Bom;Sim;140,3982002
2004;44;Masculino;Solteiro;Negra;Licenciatura;Servicos;Muito Bom;Sim;109,8339856
2004;37;Masculino;Viuvo;Branca;Licenciatura;Servicos;Muito Bom;Sim;127,1157438
2008;41;Masculino;Casado;Branca;Ate 12 ano;Industrial;Menos de Bom;Sim;115,3750386
2007;44;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Nao;59,9706408
2007;52;Masculino;Solteiro;Branca;12 ano;Industrial;Muito Bom;Sim;76,89360252
2009;55;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;141,7751723
2003;43;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;70,90958587
2009;27;Masculino;Solteiro;Asiatica;Grau avancado;Servicos;Muito Bom;Sim;200,5432623
2006;43;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Sim;97,49329405
2007;46;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Sim;99,6894637
2003;30;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Razoavel;Sim;186,8766776
2003;43;Masculino;Casado;Branca;Ate 12 ano;Industrial;Muito Bom;Sim;81,28325328
2005;48;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;160,6424754
2003;33;Masculino;Solteiro;Negra;Ate 12 ano;Industrial;Muito Bom;Nao;63,96669083
2008;29;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;87,98103279
2005;24;Masculino;Solteiro;Branca;12 ano;Servicos;Muito Bom;Nao;73,77574327
2009;52;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;145,1436012
2005;50;Masculino;Casado;Branca;Grau avancado;Industrial;Muito Bom;Nao;141,7751723
2005;24;Masculino;Solteiro;Branca;12 ano;Industrial;Muito Bom;Nao;76,89360252
2003;42;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;123,9085676
2004;53;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;118,8843593
2008;49;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;279,197497
2004;46;Masculino;Casado;Branca;Ate 12 ano;Industrial;Menos de Bom;Nao;54,59815003
2008;40;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;154,685293
2003;41;Masculino;Solteiro;Asiatica;Grau avancado;Servicos;Muito Bom;Sim;180,301971
2006;41;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;118,8843593
2009;36;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Nao;87,98103279
2003;34;Masculino;Casado;Negra;Frequentou Ens. Sup. ;Servicos;Razoavel;Nao;91,69922611
2004;24;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Nao;59,9706408
2008;44;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;123,9085676
2007;33;Masculino;Casado;Negra;Licenciatura;Servicos;Muito Bom;Nao;109,8339856
2007;25;Masculino;Solteiro;Branca;12 ano;Industrial;Muito Bom;Sim;94,7271475
2005;40;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;117,1468169
2007;48;Masculino;Solteiro;Asiatica;12 ano;Industrial;Muito Bom;Nao;65,11085372
2005;56;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Nao;97,49329405
2005;25;Masculino;Solteiro;Branca;Licenciatura;Industrial;Muito Bom;Nao;118,197533
2005;44;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;141,7751723
2003;27;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;116,1766952
2006;58;Masculino;Casado;Branca;Ate 12 ano;Industrial;Menos de Bom;Sim;75,35567932
2008;52;Masculino;Divorciado;Negra;Licenciatura;Servicos;Muito Bom;Sim;95,23071257
2007;60;Masculino;Solteiro;Branca;Grau avancado;Industrial;Menos de Bom;Sim;111,7208494
2008;39;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;103,9024706
2004;51;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;147,1166892
2007;31;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;87,98103279
2005;45;Masculino;Viuvo;Branca;12 ano;Industrial;Muito Bom;Nao;118,8843593
2005;43;Masculino;Solteiro;Branca;Licenciatura;Servicos;Muito Bom;Sim;100,7642728
2008;45;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;120,5894365
2004;40;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;193,8668781
2008;46;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;118,8843593
2009;51;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;267,9010869
2006;47;Masculino;Divorciado;Branca;Licenciatura;Servicos;Muito Bom;Sim;174,402876
2004;52;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;133,9715001
2003;31;Masculino;Divorciado;Branca;12 ano;Servicos;Muito Bom;Sim;154,685293
2007;40;Masculino;Casado;Negra;Licenciatura;Servicos;Muito Bom;Sim;154,685293
2009;26;Masculino;Solteiro;Branca;Licenciatura;Servicos;Muito Bom;Sim;118,8843593
2004;49;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;95,23071257
2009;38;Masculino;Divorciado;Branca;Frequentou Ens. Sup. ;Industria;Razoavel;Nao;109,8339856
2005;50;Masculino;Casado;Outra;Ate 12 ano;Servicos;Menos de Bom;Nao;111,7208494
2006;63;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;134,7053751
2008;35;Masculino;Casado;Branca;Ate 12 ano;Industrial;Muito Bom;Nao;85,90104432
2008;29;Masculino;Solteiro;Branca;12 ano;Servicos;Muito Bom;Nao;118,8843593
2008;33;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Sim;87,98103279
2007;29;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;92,89584479
2007;62;Masculino;Divorciado;Branca;Licenciatura;Servicos;Muito Bom;Sim;109,8339856
2008;45;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;124,7204462
2003;56;Masculino;Casado;Branca;Ate 12 ano;Industrial;Muito Bom;Sim;127,901233
2003;58;Masculino;Casado;Branca;Ate 12 ano;Industrial;Menos de Bom;Nao;97,49329405
2007;39;Masculino;Casado;Branca;Grau avancado;Industrial;Muito Bom;Sim;198,3502905
2005;49;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;92,89584479
2004;24;Masculino;Solteiro;Branca;Licenciatura;Servicos;Muito Bom;Nao;94,7271475
2003;61;Masculino;Divorciado;Branca;12 ano;Industrial;Muito Bom;Sim;148,4131591
2008;58;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;79,85490031
2009;47;Masculino;Casado;Asiatica;Frequentou Ens. Sup. ;Servicos;Saudavel;Nao;118,8843593
2004;41;Masculino;Separado;Branca;Licenciatura;Servicos;Muito Bom;Sim;87,98103279
2008;71;Masculino;Casado;Branca;Ate 12 ano;Servicos;Menos de Bom;Sim;94,7271475
2006;47;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;150,704769
2005;38;Masculino;Casado;Branca;Licenciatura;Industrial;Menos de Bom;Sim;176,9896505
2005;31;Masculino;Solteiro;Branca;Licenciatura;Industrial;Muito Bom;Sim;73,77574327
2007;56;Masculino;Casado;Asiatica;Licenciatura;Servicos;Muito Bom;Sim;125,1238157
2006;44;Masculino;Solteiro;Branca;Licenciatura;Servicos;Muito Bom;Sim;277,7994802
2003;33;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;107,9039239
2005;36;Masculino;Solteiro;Branca;Licenciatura;Industrial;Muito Bom;Nao;60,73977852
2006;31;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;92,363233
2004;55;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;109,8339856
2005;48;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Nao;66,96164432
2005;50;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;114,4757133
2006;42;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Nao;170,6951277
2008;25;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;130,9821774
2008;55;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Sim;127,1157438
2004;28;Masculino;Solteiro;Branca;Grau avancado;Industrial;Muito Bom;Sim;117,1468169
2003;30;Masculino;Casado;Outra;Ate 12 ano;Servicos;Menos de Bom;Nao;123,896998
2008;46;Masculino;Solteiro;Negra;Licenciatura;Industrial;Muito Bom;Sim;120,5894365
2004;48;Masculino;Divorciado;Branca;Grau avancado;Servicos;Menos de Bom;Sim;130,9821774
2006;42;Masculino;Divorciado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;81,28325328
2008;23;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Nao;36,6737042
2003;60;Masculino;Casado;Branca;Grau avancado;Industrial;Muito Bom;Nao;104,9215065
2008;34;Masculino;Casado;Negra;Ate 12 ano;Servicos;Muito Bom;Sim;74,41296351
2003;45;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;129,678205
2007;28;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Industria;Razoavel;Nao;84,10001012
2004;33;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;185,9186629
2008;58;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Sim;105,9278108
2008;47;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;163,515864
2003;24;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Nao;63,188861
2008;56;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Nao;134,7053751
2004;56;Masculino;Casado;Branca;Licenciatura;Industrial;Muito Bom;Sim;120,9267015
2005;23;Masculino;Solteiro;Outra;Licenciatura;Servicos;Menos de Bom;Sim;94,7271475
2003;56;Masculino;Casado;Branca;Grau avancado;Servicos;Menos de Bom;Sim;132,4878211
2003;45;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;133,2323508
2009;58;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;145,1436012
2007;30;Masculino;Casado;Asiatica;Grau avancado;Servicos;Muito Bom;Sim;118,8843593
2009;46;Masculino;Casado;Branca;Grau avancado;Industrial;Muito Bom;Nao;150,3306535
2004;48;Masculino;Casado;Branca;Grau avancado;Industrial;Muito Bom;Sim;278,9644667
2006;50;Masculino;Divorciado;Branca;12 ano;Industrial;Menos de Bom;Sim;98,26923081
2008;43;Masculino;Solteiro;Branca;Licenciatura;Servicos;Muito Bom;Sim;99,6894637
2006;37;Masculino;Casado;Branca;Ate 12 ano;Industrial;Muito Bom;Nao;94,7271475
2003;49;Masculino;Divorciado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Nao;176,9896505
2009;31;Masculino;Casado;Asiatica;Licenciatura;Servicos;Muito Bom;Sim;166,3249412
2009;54;Masculino;Casado;Asiatica;12 ano;Industrial;Muito Bom;Sim;94,7271475
2007;52;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;139,7030715
2003;70;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Nao;78,3924668
2005;30;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;141,7758565
2006;44;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;116,2653241
2003;34;Masculino;Casado;Asiatica;Licenciatura;Servicos;Muito Bom;Sim;148,4131591
2007;38;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;87,98103279
2006;28;Masculino;Separado;Branca;Ate 12 ano;Industrial;Menos de Bom;Sim;90,48191336
2005;38;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;141,7751723
2003;39;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Nao;63,9271673
2008;52;Masculino;Solteiro;Branca;Licenciatura;Servicos;Menos de Bom;Sim;65,11085372
2004;34;Masculino;Solteiro;Branca;Licenciatura;Industrial;Muito Bom;Sim;151,5914842
2003;33;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;123,896998
2007;45;Masculino;Casado;Branca;Licenciatura;Industrial;Menos de Bom;Sim;118,8843593
2006;58;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Nao;79,85490031
2003;38;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;104,49599
2007;63;Masculino;Casado;Branca;Licenciatura;Industrial;Menos de Bom;Nao;55,53610442
2007;38;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;99,6894637
2007;31;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Nao;99,6894637
2007;53;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;193,4526069
2009;21;Masculino;Solteiro;Negra;12 ano;Servicos;Menos de Bom;Sim;102,8702469
2006;38;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;164,6469889
2004;18;Masculino;Solteiro;Branca;Ate 12 ano;Industrial;Menos de Bom;Sim;69,6190369
2008;28;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;99,6894637
2003;33;Masculino;Solteiro;Branca;Licenciatura;Servicos;Muito Bom;Sim;114,4757133
2004;32;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Nao;99,6894637
2009;29;Masculino;Solteiro;Branca;12 ano;Servicos;Muito Bom;Sim;95,23071257
2005;28;Masculino;Casado;Branca;Ate 12 ano;Industrial;Menos de Bom;Sim;82,6796373
2005;42;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;116,9430813
2007;28;Masculino;Viuvo;Branca;Ate 12 ano;Servicos;Menos de Bom;Nao;54,59815003
2009;36;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;138,2991269
2007;47;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Sim;130,9821774
2007;53;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;281,7459706
2003;48;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Sim;163,515864
2006;36;Masculino;Casado;Branca;Grau avancado;Industrial;Muito Bom;Sim;179,214858
2007;55;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;126,3238807
2008;37;Masculino;Casado;Branca;Ate 12 ano;Industrial;Menos de Bom;Nao;70,47601965
2009;68;Masculino;Casado;Branca;Licenciatura;Servicos;Menos de Bom;Sim;118,197533
2003;65;Masculino;Casado;Outra;12 ano;Industrial;Muito Bom;Nao;71,31963879
2007;37;Masculino;Solteiro;Branca;Licenciatura;Servicos;Muito Bom;Nao;114,4757133
2007;33;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;138,2991269
2003;19;Masculino;Solteiro;Branca;12 ano;Servicos;Muito Bom;Nao;54,59815003
2004;50;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;94,7271475
2004;22;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Industria;Razoavel;Nao;80,43020795
2004;40;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;89,24288466
2008;45;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Nao;117,1468169
2009;36;Masculino;Casado;Branca;Grau avancado;Industrial;Muito Bom;Nao;127,1157438
2005;37;Masculino;Casado;Asiatica;Ate 12 ano;Industrial;Muito Bom;Nao;81,28325328
2003;24;Masculino;Solteiro;Branca;12 ano;Industrial;Menos de Bom;Nao;52,40706405
2007;66;Masculino;Casado;Negra;Ate 12 ano;Servicos;Muito Bom;Sim;99,6894637
2004;35;Masculino;Casado;Asiatica;Ate 12 ano;Industrial;Menos de Bom;Nao;63,188861
2009;33;Masculino;Solteiro;Branca;Licenciatura;Servicos;Muito Bom;Sim;196,1252726
2005;44;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Razoavel;Sim;101,8243521
2004;48;Masculino;Solteiro;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;107,9039239
2009;47;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Nao;51,23965492
2004;41;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;99,6894637
2005;55;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;63,188861
2008;74;Masculino;Divorciado;Negra;Grau avancado;Servicos;Muito Bom;Nao;148,4131591
2007;33;Masculino;Solteiro;Branca;Licenciatura;Servicos;Muito Bom;Sim;99,6894637
2003;62;Masculino;Casado;Branca;Grau avancado;Servicos;Menos de Bom;Sim;130,9821774
2004;56;Masculino;Divorciado;Branca;12 ano;Industrial;Menos de Bom;Sim;101,8243521
2006;29;Masculino;Solteiro;Branca;Grau avancado;Servicos;Muito Bom;Sim;99,6894637
2009;56;Masculino;Solteiro;Negra;Ate 12 ano;Servicos;Menos de Bom;Nao;79,85490031
2009;47;Masculino;Casado;Negra;Grau avancado;Servicos;Muito Bom;Sim;160,6424754
2005;45;Masculino;Casado;Branca;12 ano;Servicos;Muito Bom;Sim;134,7053751
2007;44;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;160,6424754
2004;25;Masculino;Solteiro;Branca;Licenciatura;Servicos;Muito Bom;Sim;91,69922611
2005;45;Masculino;Divorciado;Negra;Frequentou Ens. Sup. ;Servicos;Saudavel;Nao;75,35567932
2005;40;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;136,1577108
2003;56;Masculino;Casado;Branca;12 ano;Servicos;Menos de Bom;Sim;134,7053751
2005;56;Masculino;Casado;Asiatica;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;81,98531783
2003;47;Masculino;Casado;Asiatica;Licenciatura;Industrial;Muito Bom;Sim;176,9896505
2007;39;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;118,8860804
2005;38;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;121,2627457
2009;48;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;94,7271475
2005;44;Masculino;Casado;Negra;12 ano;Industrial;Menos de Bom;Nao;99,6894637
2003;42;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Nao;123,9085676
2009;55;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;118,8843593
2006;61;Masculino;Solteiro;Branca;Grau avancado;Industrial;Muito Bom;Nao;82,6796373
2006;39;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Sim;81,28325328
2005;30;Masculino;Casado;Negra;Frequentou Ens. Sup. ;Industria;Saudavel;Nao;104,9215065
2009;49;Masculino;Divorciado;Branca;12 ano;Industrial;Menos de Bom;Sim;99,6894637
2006;33;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;136,1577108
2006;31;Masculino;Casado;Branca;Ate 12 ano;Industrial;Menos de Bom;Nao;81,28325328
2005;35;Masculino;Solteiro;Asiatica;12 ano;Industrial;Muito Bom;Sim;68,50868966
2003;55;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;81,28325328
2008;36;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;114,4757133
2003;37;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Nao;118,197533
2006;33;Masculino;Casado;Branca;12 ano;Industrial;Muito Bom;Sim;99,6894637
2006;48;Masculino;Casado;Branca;12 ano;Industrial;Menos de Bom;Sim;118,8843593
2004;47;Masculino;Casado;Asiatica;Frequentou Ens. Sup. ;Industria;Saudavel;Sim;118,8843593
2003;60;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Razoavel;Sim;123,896998
2004;28;Masculino;Solteiro;Branca;Licenciatura;Servicos;Menos de Bom;Sim;109,8339856
2005;28;Masculino;Casado;Branca;Frequentou Ens. Sup. ;Servicos;Saudavel;Sim;102,8702469
2005;48;Masculino;Casado;Branca;Licenciatura;Servicos;Muito Bom;Sim;163,515864
2009;29;Masculino;Casado;Branca;Grau avancado;Servicos;Muito Bom;Nao;117,1468169
2004;40;Masculino;Solteiro;Branca;12 ano;Industrial;Menos de Bom;Sim;92,30006143
2009;32;Masculino;Solteiro;Branca;Grau avancado;Servicos;Muito Bom;Sim;100,134869
2004;33;Masculino;Divorciado;Branca;12 ano;Servicos;Muito Bom;Nao;55,6972842
2003;40;Masculino;Divorciado;Branca;12 ano;Industrial;Muito Bom;Sim;101,8243521
